sentence_id,context_0_2,labels
343108,"עדותה של המתלוננת כפי שנמסרה בפנינו מפיה על דוכן העדים וכלל התנהלותה במהלך החקירה ולקראת העדות בבית המשפט, לא הייתה נקייה מקשיים. אותם קשיים מחייבים לנהוג זהירות בבחינת משקל עדותה. הסנגור בחקירתה הנגדית של המתלוננת, באמצעות עד ההגנה רס""ב איתי סופר, במסגרת חקירתה הנגדית של חוקרת המשטרה רס""ב אלונה אחיטוב ובאמצעות נ/11 וראיות נוספות, הצביע על כך שביום 12.10.2009 לאחר הגשת כתב האישום, התייצבה העדה במשטרה ומסרה גרסה, לפיה כל תלונתה נגד הנאשם הינה תלונת שווא ועלילה.",5
343108,"במקרה דנן, גם אם שיקר הנאשם בכך שהכחיש בחקירתו כל מעשה אלימות מלבד האירוע מושא האישום העשירי, אפשר כי הדבר נועד למנוע את הסתבכותו בעבירות שלא ביצע, קרי במסכת הקשה של עבירות אינוס, אלימות וכליאת שווא, כנטען בגרסתה המאוחרת של המתלוננת בחקירה. אמנם, כידוע, שקרי נאשם יכולים לחזק את ראיות התביעה, ולהוות התנהגות מפלילה (ראו למשל:  סיבוני נ' מדינת ישראל, פדאור 03(1) 10, 11;  אלבויראת נ' מדינת ישראל, דינים עליון סו 624, בפסקה 9; זאת ועוד, שקרי נאשם יכולים אף להגיע כדי ראיית סיוע, מקום שנדרש סיוע, אם הם עומדים בתנאים אחדים שנקבעו בפסיקה: השקרים הם בעניינים מהותיים; השקרים הם ברורים וחד-משמעיים; השקרים מוכחים מתוך עדויות אחרות; השקרים נעשו בזדון ועל מנת להעלים את האמת מבית המשפט; ומקורם בתחושת אשם והם אינם נובעים מעילה שאינה רלוונטית לצורך בחינת האשמה (ראו: (2) 203, 221-219; (1) 113, 141-140;  (1) 736, 802; (2) 259, 265)). אולם, יש לנקוט משנה זהירות קודם שמייחסים משמעות ראייתית לשקרים של נאשם.",2
239327323,"עדותו של מתלונן 5 אינה מגבשת ממצא עובדתי ברור ומוחלט באשר למספר הפעמים בגדרן ביצע בו הנאשם את המעשים דנן, לרבות מועדם. עם זאת, עדותו של מתלונן 5 אינה מותירה מקום לספק, כי מדובר למצער בשני אירועים ולא באירוע בודד, וכי הללו הותירו בו תחושה חריפה של חנק וגועל, עליה חזר לכל אורך עדותו, והיא שהובילה אותו לבסוף להגיש במשטרה את התלונה כנגד הנאשם (עמ' 78). בחקירה נגדית לא שינה מתלונן 5 מאומה מגרסתו המפורטת, ומאמציו של הסנגור להטיל דופי במהימנותו בשל מוגבלותו השכלית לא צלחו.",5
239327323,"גרסתה המיידית של המתלוננת תואמת את עדותה, ובעת שמסרה את תלונתה המיידית לא ידעה כי שיחתה הוקלטה. 68.	חיזוק נוסף לגרסת המתלוננת מצוי בסערת הנפש הקשה שבה היתה נתונה, הן כעולה משמיעת הקלטת ת/24, הן מהתנהגותה כפי שנצפתה בידי ארבעת הבחורים שהזדמנו למקום, הן משיחתה עם המוקדנית, לאחר שד""ק התקשר למשטרה, והן מהתנהגותה בעת שמסרה הודעה לקרן טובי (ת/19). פחדה של המתלוננת מהנאשם עולה גם מהזכ""דים שנכתבו והמתארים את הניסיונות לערוך עימות בין הנאשם למתלוננת (זכ""ד של אריה הדר, ת/16; העימות ת/8; הזכ""ד של ליטל עייש, ת/21; זכ""ד של שני ארזדה דכטר, ת/22).",1
304874,"זאת ועוד, המדובר בעדות כבושה וכאמור למתלוננת אין הסברים לכבישת עדותה, הן ביחס לאירוע זה והן ביחס לאירועים האחרים. כל שטענה המאשימה בסיכומיה בעניין כבישת העדות, הוא בגדר הנחות ואפשרויות שהמאשימה העלתה ביוזמתה, כדי להסביר את כבישת עדות המתלוננת, הסברים שאינם יכולים להוות הסברי המתלוננת – לעניין כבישת העדות ובמיוחד עדות קורבן עבירות מין ראו (1) 302 בעמ' 381-382 (1993),  כץ נ' מדינת ישראל (ניתן ביום 12.10.09),  טוכלי נ' מדינת ישראל (ניתן ביום 20.02.08),  פלוני נ' מדינת ישראל (ניתן ביום 03.09.09), (1) עמ' 225, 284 (1983),  פלוני נגד מדינת ישראל (ניתן ביום 29.11.07),  פלוני נ' מדינת ישראל (ניתן ביום 09.09.09),  פלוני נ' מדינת ישראל (ניתן ביום 05.02.04),  פלוני נ' מדינת ישראל (ניתן ביום 19.09.05),  טובולוב נ' מדינת ישראל (ניתן ביום 22.03.00), (1) עמ' 684 (1999) ומאמרה של אורלי פישמן ""עבירות מין בשנים 2006 – 1996: נתונים סקירת תקופות ההתיישנות בהן וסוגיית השיהוי בדיווח עליהן"" – הכנסת – מרכז המחקר והמידע. כמי ששמע את הראיות וראה את העדים שהעידו בפנינו, לא אוכל לומר בלב שלם ובביטחון הדרוש במשפט פלילי, כי ניתן לבסס הרשעה בדין על פי עדות המתלוננת.",2
404466,"27.	כבר בפתח דבר ראוי לציין, כי – ולהבדיל מעדותה ביחס לאירועים נשוא האישום הראשון והשני – עדותה הראשית (הראשונה) של המתלוננת, ביחס לאירועים נשוא האישום השלישי, בו קא עסקינן עתה, לא היתה סדורה, כולי האי, במובן זה שבה, בלבד, לא היה כדי לבסס את כל המעשים המיוחסים לנאשם באישום זה. אולם, התרשמותי שלי היתה, ועודנה, כי הדבר נבע מתוך יחס  אמיבוולנטי של המתלוננת כלפי הנאשם – אם כי עדיין במידה פחותה מזו, שבאה לידי ביטוי מאוחר יותר, כאשר ביקשה לשוב לדוכן העדים, בשנית ובשלישית – ואשר יסודו במצב בו היתה קרועה בין שני עולמות, כשמחד, עדיין היתה חדורה בטראומה מהמעשים שבוצעו בה, לטענתה, על ידי הנאשם, הן במהלך התקופה הארוכה נשוא האישום הראשון והן באותו לילה נשוא האישום השלישי, שהיווה אך המשך של אותה תקופה ממושכת נשוא האישום הראשון; ומאידך, עמדה בפני שוקת שבורה, נוכח היותה בודדה בארץ יחד עם ביתה, וניכר, על כן, כי לאחר תקופה של מספר חודשים מאז נעצר הנאשם ועד מסירת העדות הראשונה בפנינו, כעסה על הנאשם פג במידה מסוימת, משסברה – אליבא דידה – כי הנאשם נענש דיו, וכעס זה פינה את מקומו לדאגה לגורלה שלה ושל הילדה, בעיקר, ולפיכך לא ששה לפרט את כל אשר היה על ליבה ביחס להתרחשויות באותו לילה נשוא אישום זה, והסתפקה במילים מועטות, כפי שנראה להלן, וזאת – כך התרשמתי – במיוחד, משסבורה היתה המתלוננת כי די במה שסיפרה אודות התקופה נשוא האישום הראשון ואודות האירוע נשוא האישום השני – אליהם התייחסה בהרחבה. ואכן, מסקנתי זו מתחזקת נוכח העובדה שדווקא בחקירתה הנגדית – שבה, ומטבע הדברים, ביקש הסניגור לערער את מהימנותה – נפתחה המתלוננת והוסיפה וסיפרה  את שנמנעה מלספר בעדותה הראשית ביחס לאישום השלישי הנדון, וכמי שמבקשת לומר לסניגור: עד עתה נמנעתי מלספר את כל מה שהיה באמת, באירוע זה, אבל עכשיו כשאתה מבקש להטיל ספק במהימנותי, כי אז אינך מותיר בידי ברירה אלא לספר את הכל.",2
977739027,"לא מצאתי כי יש בנקודה זו לכשעצמה, במכלול העדות הארוכה והמפורטת של המתלוננת, אשר כללה פרטים רבים ביותר אודות חלקי אירועים, כדי לפגום במהימנותה של העדות. עוד נטען כי תחילה טענה המתלוננת כי הנאשם ""ירק"" עליה ולאחר מכן הסבירה כי אין המדובר ב""יריקה"" פיזית אלא במכלול עלבונות ופגיעות. לא מצאתי כי יש בכך משום סתירה מהותית.",3
257350,"שתיים הן השאלות שעלינו להכריע בהן; האם גירסת המתלוננת מהימנה, ובמידה והתשובה לכך חיובית, האם יש להרשיע את שלושת הנאשמים בעבירות בהן הואשמו, או שמא רק את חלקם? 2.	עובדות כתב האישום א.",5
768639,"12. 	מבחינת העדויות ניתן ללמוד כי מלבד העובדה שהמתלוננת הותירה רושם אמין, ולא חזרה בה מגירסתה לגבי ההתרחשויות ולגבי מה שאירע בינה לבין הנאשם, היא גם לא הגזימה ולא העצימה את הפרטים ודבקה בגירסתה כפי שהיא לכל אורך הדרך. בנוסף, נתמכת גירסת המתלוננת בדברי העדים אכרם וניר פלה, אשר פגשו בה סמוך לאחר שיצאה מחדרו של הנאשם, ושניהם שמעו מפיה על כך שהנאשם החזיק בכתפיה ונישק אותה על צווארה, ושניהם התרשמו שהתנהגותה היתה שונה מהרגיל, וחזותה העידה כי אירע דבר מה יוצא דופן אשר הותיר את השפעתו עליה. שני העדים אכרם וניר, ראו גם את מעשיו של הנאשם במטבח החנות, עת הצמיד את ראשה של המתלוננת אל בטנו, באופן המהווה תמיכה נוספת לגירסתה.",1
141748,"בניגוד לעדותו של הנאשם, עדותה של המתלוננת היתה עיקבית והיא תיארה את מערכת היחסים עם הנאשם באופן ברור, הגם שהודתה כי הוא לא פעל נגד רצונה, וכי היתה זקוקה לתמיכתו ולקשר עמו מבחינה נפשית. המתלוננת באופן ראוי להערכה הציגה עצמה בביהמ""ש במערומיה, דהיינו על כל בעיותיה תכונותיה ועברה. היא לא העצימה את הסיטואציות, לא החסירה והיתה גלויה וכנה לאורך כל הדרך.",3
196251,"שהרי עדותה של המתלוננת עקבית היא לאורך כל הדרך. זאת ועוד, בעדותו בבית המשפט הוסיף הנאשם לראשונה פרטים אשר כבשם בליבו במשך תקופה ארוכה, מבלי שעשה ניסיון כלשהו להביאם לידיעת המשטרה. וגם זאת, הנאשם סיפר בעדותו בבית המשפט את שאירע בחדר בבית המלון וחזר בקווים כללים על האמור בהודעתו במשטרה - ת/22. אולם בעדותו הוסיף הנאשם פרטים שזיכרם לא בא בהודעותיו במשטרה.",3
633015,"שוכנעתי כי עדות המתלוננת מהימנה ומשקפת את שאירע בפועל לגבי כל אחת מהעובדות המפורטות בכתב האישום ואף נתמכת במארג העדויות מטעם התביעה. כאשר בוחנים את התנהגות המתלוננת על מנת לאמוד את מהימנותה: ""אין להשקיף על התנהגותה של אישה, וביחוד נערה צעירה שהיתה קורבן לפגיעה מינית, על פי דפוסי התנהגות המצופים ממנה משל היה מדובר במצופה ""מאדם סביר"" .",4
48382,"מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם. לא נעלם מעיניי המזכר של רס""ר חגית אמיגא, מתאריך 25.10.09  אודות שיחה שקיימה עם הפקח שטיפל, באותה תקופה, בעניין הבניין מצד העירייה. עפ""י האמור במזכר טען הפקח שלא שמע את תוכן המלל בין המתלוננת לנאשם, והוסיף כי באותם פעמים שהיה במקום תמיד היו חילופי דברים וויכוח בין המתלוננת, שנהגה לצעוק מחלון ביתה לנאשם, שהיה למטה בחצר, אך לא זכר את תוכנם.",0
467504,"7.	די היה לי, בנסיבות העניין, לקבוע כי גרסתה של המתלוננת מהימנה עלי וגרסת הנאשם אינה אמינה עלי ולהרשיע את הנאשם, שכן עפ""י  ל ניתן להרשיע בעבירת מין על סמך עדות יחידה תוך קיום חובת ההנמקה. לעדות האמינה של המתלוננת במקרה דנן מצטרפות ראיות בעניין מצבה הנפשי והתנהגותה של המתלוננת בסמוך לאחר ביצוע המעשים. מן המפורסמות, שבטרם בוטלה דרישת הסיוע להוכחת ביצועה של עבירת האינוס, נפסק, כי מצבו הנפשי של קורבן עבירת מין יכול לשמש סיוע לקרות האירוע (י' קדמי, על הראיות, חלק ראשון, מהדורה משולבת ומעודכנת, התשס""ד-2003, עמ' 277-280 והאסמכתאות שם).",0
812461,"עדותה של המתלוננת לעניין פרט אישום זה אינה אמינה בעיני. גירסתה תואמת לעדותו של הנאשם, אך נסיונותיה להציג את הביקור בביתה כביקור שנכפה עליה לא הוכח ולא נתמך בראיות. מה עוד שגירסתו של הנאשם כי הביקורים אירעו לאחר שעות העבודה נתמכות בעדותו של עד ההגנה מר בלילי.",2
633015,"86.	אמנם, עדותה של המתלוננת בבית המשפט הייתה לקונית ולעתים בלתי ברורה. אולם הדבר נובע, כפי שהתרשמתי, מכמה גורמים, ובכללם קשיי שפה של נערה שהעברית אינה שפת אמה ומבוכה טבעית לשתף את הנוכחים בחוויה המתוארת. כל אלה התבטאו במלל מצומצם במענה לשאלות שהוצגו בפני המתלוננת.",2
900987495,"בנוסף, לא מצאנו בסיס שלא לקבל את ההסברים שסיפקה לכך המתלוננת בעדותה, לפיהם סמוך למקרה האונס, מערכת היחסים שלה עם בילאל הייתה רק בתחילתה ולכן נמנעה מלפרט בעניין. למותר להוסיף כי גם לנערת לווי אירוע אונס הוא אירוע טראומטי ופרטי בניגוד למשתמע מטענות ב""כ הנאשם. בהמשך, הסבירה המתלוננת כי הייתה בטוחה שהסיפור מאחוריה וממילא לא יתגלה אף פעם ואין כל טעם לעוררו, גם לא בפני בלאל.",3
900987495,"אני סבור כי, קיים קושי של ממש לקבל את גירסת המתלוננת כמות שהיא, כבסיס להרשעת הנאשם, ובנסיבות העניין נראה לי כי אין מנוס, לאחר בחינת הראיות שבאו בפנינו בזהירות ובקפידה רבה, מלזכות את הנאשם. אין, כאמור, מחלוקת כי המתלוננת התגוררה אצל הנאשם כ- 5 חודשים החל מספטמבר 2002 ואילך, ואת סיפור המעשים המיוחסים לנאשם חשפה לראשונה רק ביום ה-13.02.06, דהיינו, כ- 3 שנים לאחר עזיבת את הקיבוץ, בפני הגב' ענת גנץ – עובדת סוציאלית בעיריית נהריה, ומשכך בפנינו ""עדות כבושה"". לא ""אחמיר"" עם המתלוננת בשל עובדת היות עדותה ""עדות כבושה"", זאת לנוכח גילה הצעיר ומכלול נסיבותיה האישיות כעולה מהראיות שהונחו בפנינו, יתרה מזו, יפים לעניינינו דברים שנאמרו על ידי כב' השופטת א' פרוקצ'יה ב:",2
308519,"43.	עדותה של המתלוננת בבית המשפט עשתה רושם מהימן ביותר. ניכר עליה שהיא אשה אינטליגנטית, היודעת את אשר היא אומרת, חשוב לה לדייק בפרטים, שומרת על קור רוח, ומספרת את כל השתלשלות האירוע כהווייתה, מאלף ועד תי""ו, בצורה סדורה, בהירה ומפורטת, עיקבית, מהימנה, תואמת את הודעותיה במשטרה ובעימות, ותואמת את גירסתו של עד הראייה, אנדריי. זו התרשמותי מאישיותה ומעדותה של המתלוננת.",3
368925,"בנוסף, איננו רואים באי-אזכורו של דהן כמי שסיפרה לו על חוויית האונס, אלא לראשונה בהליכים אלו (ולא בפני המשטרה בשנת 2005), כעדות כבושה של המתלוננת. (מעבר לנדרש נציין כי בניגוד לטענות ב""כ הנאשם המתלוננת לא ציינה כי דהן נפטר באותו היום של האונס, וכן אין כל שינוי גרסה בין חקירתה הראשית לנגדית בנוגע לתוכן הדברים אותו פרטה בפני דהן, אלא רק ירידה נוספת לפרטים בתואם לשאלות שנשאלה). 375.	בילאל פרהוד - ב""כ הנאשם תמהים על כך שויקטוריה לא סיפרה על האונס לבן זוגה, בילאל, הן סמוך לאחר האירוע, הן במהלך שנות החברות ביניהם והן משנחשף הנאשם בתקשורת עת שהו יחד בחופשה בתורכיה, ומבקשים ללמוד מכך, כי אירוע האונס (להבדיל מאירוע התקיפה האלים, ובתואם לגרסת הנאשם), לא קרה.",3
28585,"ודוק: גם לפי ניסיון החיים השיפוטי, גירסתה דלעיל של המתלוננת בדבר היכרותה כחסרת דיור עם גברים שאמרו שיעזרו לה ולבסוף ניצלו אותה מינית, היא למרבה הצער אפשרית ומציאותית. פחדה העז של המתלוננת מהנאשם ואי רצונה הממושך להפליל אותו מהווים חיזוק למהימנות גירסת המתלוננת ושוללים טענה של כביכול עלילה מצידה ו/או את טענת הנאשם שהמתלוננת כביכול ""תכננה"" את הכל כאקט של קנאה או כתגובה להודעתו כביכול שעליה לעזוב את ביתו: רקע: עבירות המין והאלימות שביצע הנאשם במתלוננת נחשפו כך: ביום 14.6.11 (יומיים לאחר הארועים ביום ראשון - 12.6.11 נשוא אישום שני), המתלוננת הגיעה לפגישה עם ליהיא ריבלין (עדותה במשטרה ת/28 – ראו להלן התייחסות מפורטת לראייה זו), עובדת ביחידה לדרי רחוב של עירית ת""א, כשסימני החבלה על גופה, והיא סיפרה לליהיא על התעללות הנאשם בה, ועל כך שהוא אונס אותה.",1
360749,"כאמור, לכל השאלות הללו לא נמצא כל מענה והעדרו יצר בקיע באמינות גרסתה. אך בכך לא סגי. תהיות, סתירות ופריכות",5
429650,"מטבע הדברים אין עדים למעשים המיוחסים לנאשם, עדותה של המתלוננת הינה עדות יחידה למעשים אשר נעשו על פי הנטען לפני כ- 5-4 שנים ונמשכו כ-5 חודשים. ההכרעה בתיק זה אינה קלה כלל וכלל, מקריאת פרוטוקולי הדיונים ניתן ללמוד עד כמה היתה מעורבותנו עמוקה בחקירת העדים, תוך שהפנינו שאלות למתלוננת, לנאשם ולעדים אחרים, זאת בניסיון לרדת לחקר האמת שמא, שגגה תיפול מבין ידינו. בפנינו, ניצבה נערה הנראית צעירה לגילה, אשר דומה כי, בתחילת מתן עדותה, קשתה עליה הישיבה למול הנאשם, אביה מולידה, בהמשך מתן העדות (בטרם הוכנס פרגוד) נמנעה מלהשיר מבט לעברו או להתבונן בו כלל.",2
777994073,"1.	עדותה הגרעינית של הילדה עקבית ומדוייקת בהזדמנויות שבהן ניתן לה לפרטה. הן בחשיפה הראשונית בפני אביה, שתועדה והוקלטה על ידו, זמן קצר אחרי ששוחחה איתו על כך לראשונה (ולפי שאני מאמין לעדות האב ולמהימנותו עת העיד על פרטי השיחה הראשונית - הרי מדובר כבר בשלב זה על פעמיים שבהם חזרה על סיפורה), והן בעדות בפני חוקרת הילדים. הגרעין הבסיסי של התלונה, אף עולה מהתיאור הלקוני של ניסיונה לחשוף את הפגיעה בה בפני אמה, ניסיון שלמרבה הצער נתקל במה שרק ניתן להגדיר כאדישות, אם לא כעצימת עיניים, מצד האם.",3
178486,"מנגד, גרסת המתלוננות מהימנה, קוהרנטית, הגיונית ונתמכת בחיזוקים חיצוניים. על כן אני מבכר את גרסתן על גרסת הנאשם, כך שלא נותר שום ספק בלבי בדבר אמיתותה. אשר על כן, מצאתי כדלקמן:",3
178486,"ניתנת האמת להיאמר – גירסתה של המתלוננת בענין זה היא מבולבלת ולא אחידה. 10.	אשר לאותו אירוע שני שבו נקראה לחדר הנ""ל – המתלוננת טוענת שהתלמיד אבי ונסטרה (להלן:ב ""ונסטרה""), מסר לה הודעה לפיה המורה לספרות מבקשת לשוחח עימה בחדר הנ""ל וכי כאשר היא הגיעה לחדר התברר לה שרק הנאשם נמצא שם ולא המורה לספרות. גם גירסה זו מתקעקעת הן מתוך דברי המתלוננת והן מתוך הודעתו של ונסטרה.",2
637608,"14.	לטענתו כאילו אין גירסתה של המתלוננת מהימנה משום שלא הרימה קול צעקה, או משום שלא התקשרה מיד למשטרה לאו טענה היא בנסיבות. העדרה של צעקה אינה מלמדת עוד משום עצמה בלבד על חוסר מהימנות. ו	את הפתרון למצוקה אליה נקלעה מצאה המתלוננת בפתיחת דלת היציאה ובהתקשרות הטלפונית  המידית לאחותה.",3
53473,"גירסתה של המתלוננת הייתה עקבית בעיקרה, הגיונית ונתמכת בעדויות מהימנות חיצוניות, לכל אורכה. המתלוננת הבהירה כי סיימה את קשר החברות עם הנאשם ביוזמתה, ולא הייתה מעוניינת בו. עוד טענה כי הנאשם לא השלים עם הפרידה, היה מטריד אותה בשיחות טלפון, בטענות שונות.",3
53473,"מעיון בנ/1 ניתן ללמוד שהמתלוננת מסרה בביהמ""ש גירסה דומה ועקבית בדיוק כמו שמסרה באימרתה במשטרה. נ/1 אפילו מפורט יותר בנקודות מסויימות, בעיקר בנקודות הקשורות למעשה המיני, שככל הנראה למתלוננת היה קשה מאוד לחזור על פרטיו בביהמ""ש ובכך להחזיר עצמה אחורה מספר שנים לאותה סיטואציה משפילה, מבזה ופוגעת פיזית ונפשית. וכפי שציינתי שתי הגרסאות של המתלוננת תואמות, מצטלבות ומשתלבות כך שלביהמ""ש לא ברור מדוע בחר הנאשם להגיש את נ/1 כראייה מטעמו.",3
62184,"גרסת המתלוננת, לעומת זאת, הייתה כנה ואמינה. 17.	אני מתייחסת באמון לעדות המתלוננת בשל אופי עדותה ותוכן דבריה; בשל הדרך הפתוחה, המפורטת והכנה שבה תארה את מעשיו של הנאשם, והביטויים בהם השתמשה [""הנאשם התחיל לעסות מסביב לשדים, שזה באמת היה לי קצת מוזר,. .",0
168695,"לעדותה של המתלוננת קיימת תמיכה בעדותה של האם, מרים, ובהודעת האב, ת/4, המתארות את מצבה הנפשי הקשה; בקשת הנאשם שלא תפנה למשטרה ולא תהרוס את חייו, תוך שאישר את המעשים שיוחסו לו; השינויים שחלו בהתנהגותה של המתלוננת לאחר האירוע; עדותה של מרים עוזיאל לגבי השיחות שקיימה עם המתלוננת בתכוף לאירוע המיני. מנגד, קשה לקבל את גירסת הנאשם כי מדובר במפגש מיני יזום על ידי שניהם. בעניין זה צויין כי הנאשם לא הכיר כלל את המתלוננת; הוא ביקר את מראה החיצוני, ונפגש עימה כדי לקיים יחסי מין.",0
339635,"הרשעה בעבירת מין על סמך עדות יחידה של מתלוננת, דורשת הנמקה מיוחדת כאשר ההנמקה חלה על כל עבירה בנפרד ועוצמתה נגזרת מעוצמת העדות ועוצמת הבעיות המכרסמות בה. בפסק הדין  פלוני נ' מ. י.",5
73396,", בשל כך שיש לפחות ספק של ממש אם לא נתנה היא את הסכמתה למעשים אלה, הרי יש בעדותה המהימנה כדי לשמש במידת הצורך חיזוק לעדויותיהן של המתלוננות האחרות, וכמפורט להלן. ז. כללו של דבר.",5
553922,"מדברי חוקרת הילדים עלה כי עדות המתלוננת הגיונית ועקבית וכללה פרטים ייחודיים וסנסוריים המלמדים על אמיתותה. חוקרת הילדים הרחיבה בנוגע לציטוטים, הדגמות, מחשבות, תחושות ומצב רגשי שעלו מדברי המתלוננת, המעידים לדעתה אף הם על מהימנות גבוהה (עמ' 8 לפרוטוקול ש' 4- עמ' 9 ש' 17). עוד הסבירה חוקרת הילדים על הדינמיקה המאפיינת קורבנות שעלתה מדברי המתלוננת ביחס לאירועים (עמ' 9 לפרוטוקול ש' 19- עמ' 11 ש' 2).",3
103564,"לעדותה של המתלוננת קיימת תמיכה בעדותה של האם, מרים, ובהודעת האב, ת/4, המתארות את מצבה הנפשי הקשה; בקשת הנאשם שלא תפנה למשטרה ולא תהרוס את חייו, תוך שאישר את המעשים שיוחסו לו; השינויים שחלו בהתנהגותה של המתלוננת לאחר האירוע; עדותה של מרים עוזיאל לגבי השיחות שקיימה עם המתלוננת בתכוף לאירוע המיני. מנגד, קשה לקבל את גירסת הנאשם כי מדובר במפגש מיני יזום על ידי שניהם. בעניין זה צויין כי הנאשם לא הכיר כלל את המתלוננת; הוא ביקר את מראה החיצוני, ונפגש עימה כדי לקיים יחסי מין.",4
117945,"6.	לאחר עדותה המוקדמת של המתלוננת, ביקש הנאשם לתקן את תשובתו לאישום. הנאשם הודה בכך שהוא סטה מהדרך לקייטנה לשביל עפר, אך טען, כי עשה כן על מנת להטיל את מימיו. לדבריו, הוא לקח עמו את המתלוננת כדי שלא תישאר לבדה ובזמן שהטיל את מימיו, הסתובב כדי שהמתלוננת לא תראה אותו.",0
307857,"עדות המתלוננת באשר למצבה הנפשי במועד האירוע ועדות הנאשם באשר למצבה אינן מהימנות ומשקלן מועט: המתלוננת באופן עקבי מסרבת להודות, כי לסימפטומים של מחלתה \ ההפרעה הנפשית ממנה סבלה באותה העת היה קשר להתנהגותה ביום האירוע או בכלל במהלך אשפוזה. הגם שיש ראיות ועדויות למכביר, כי במצבים בהם היתה המתלוננת במצב היפומאני – מאני, הייתה ""מוצפת מינית"" ובעלת התנהגות מינית יותר מוחצנת ומפתה (עובדות אלו מוסכמות הן על המאשימה והן על ההגנה – ראו לדוגמא עמ' 46 לסיכומי המאשימה ועדות ד""ר טרווס עת/11 בעמ' 208 לפרוט' וכן עמ' 94 לסיכומי המאשימה ועדות ד""ר ברש, עה/2 בעמ' 327 לפרוט') המתלוננת העידה באופן נחרץ, כי לא הרגישה מעולם במהלך אשפוזיה בעוררות מינית כתוצאה ממחלתה\ההפרעה הנפשית ממנה סבלה (עמ' 26 ש' 1-16, עמ' 49 ש' 19-21, עמ' 50 ש' 11-20 לפרוט') ובפרט לא ביום האירוע (עמ' 25 ש' 26 לפרוט'). לגישתה, תיעוד רפואי לפיו הייתה שרויה בעוררות מינית במחלקה הוא תיעוד שגוי (עמ' 23 ש' 12-14 לפרוט') וגם משהתבקשה ממנה התייחסות לתיעוד מסוים של הצוות הסיעודי להתנהגות מינית חריגה מצידה – הכחישה את האירוע וטענה כי האחות שתיעדה את הדברים שונאת אותה (עמ' 51-52 לפרוט').",2
155844,"12.	עדותה האמינה של המתלוננת, ביחס לאירועים בשהות הקצרה במעלית מתייחסת הן לדבריו של הנאשם והן למעשיו. אני נותן אמון בדבריה של המתלוננת ביחס לדברי הנאשם אליה במעלית, על כי אמר לה שהיא ""מושכת"". הנאשם אומר כי אמר לה כי היא יפה, ואני מעדיף את גרסתה של המתלוננת, אשר עדותה היתה אמינה וכאמור לא ראיתי בה כל נטיה להפרזה.",3
519158,"גרסת המתלוננת הייתה אמינה, וניתן היה להתרשם מתמימותה, חרף גילה הבוגר. בלטו פחדה וחוסר האונים שחשה. המתלוננת ואימה תיארו את הנזקים הפוסט-טראומטיים שנגרמו למתלוננת בעקבות האירוע.",0
