sentence_id,context_0_2,labels
737223,"אין סיבה שלא לראות במקרה דנן עדות אחת מהימנת של ילדה על מה שביצע בה המשיב, ראיה נסיבתית המסייעת לעדות האחרת. זאת כשקיים קשר מוחשי בין המעשים, המתבטא בכך כי מדובר בשתי ילדות המעידות על מעשים דומים במסגרת המשפחה"". ((1) 292.",4
464621,"ניתן להרשיע בעבירות מין גם על בסיס עדות יחידה של מתלוננת הגם שנדרשת הנמקה ( ל [נוסח חדש] תשל""א-1971; ע""פ  נור נ' מדינת ישראל, נו(6) 205 (2002);  גנדור נ' מדינת ישראל, מב(4) 045 (1988);  פלוני נ' מדינת ישראל (01.09.2009)). הסבריה של קטינה 4 להיעדר התכתבות ההודעות או צילומם הגיוניים ומתאימים לנסיבות החיים. אכן, יש ממש בטענת המאשימה כי ככל שאכן היה מדובר בסיפורים מומצאים, אין הגיון מדוע שתהיינה מתלוננות עם עבירות קלות יחסית?",0
792440,"ב""כ הנאשם טענה כי גרסת המתלוננת שנמסרה מספר פעמים אינה עקבית. התובע לא הכחיש כי המתלוננת מסרה את גרסתה שלוש פעמים והגרסאות הנ""ל אינן זהות במלואן אך לטענתו יש ביניהן מכנה משותף. בין המתלוננת לנאשם נערך עימות, היא יצאה עם השוטרים ""להובלה והצבעה"" ומסרה עדות בבית המשפט כאשר בכל אלה חזרה על הגרסה שהנאשם הורה לה להיכנס לרכבו, עבר לשבת ברכב מהצד שלה, הרים את חולצתה, נגע בגופה בניגוד לרצונה ואמר לה שאוי ואבוי לה אם תספר להוריה או למישהו אחר.",5
354881,"במקרה דנן עניין לנו בעבירות מין, עבירות שמעצם טיבן וייחודן מתבצעות בדרך כלל בצנעה, רחוק מהעין, בנוכחות העבריין וקורבנו בלבד ועל כן, כל מה שיש בפני בית המשפט הן עדויות קוטביות של המתלונן כנגד הנאשם (ראה  מסילתי נ' מ""י, דינים עליון, כרך ט, פסקה 4 ו גנדור נ' מ""י, דינים עליון, כרך ט, פסקה 5). לא כך המצב במקרה זה בו קיימת עדת ראייה להתרחשויות והיא אלמונית, אשר היתה נוכחת במהלך כל האירועים הרלוונטיים ועדותה מתייחסת באופן ישיר למעשים המיוחסים לנאשם. עם זאת, אין להתעלם מן העובדה כי ייתכן ועדותה של המתלוננת לגבי חלק מהמעשים המיוחסים לנאשם, מעשים אותם ייתכן ולא ראתה אלמונית, עולה כדי עדות יחידה ובהתאם להוראות  ל (נוסח חדש), תשל""א – 1971, יש לנהוג בזהירות בעדות שכזו.",4
655164,"ראשית, עדותה של המתלוננת בעייתית, שכן אין זה מובן מדוע התביישה משותפתה לדירה, שמא זו תראה את הקונדום. הסבר זה אינו סביר בהתחשב בעובדה שהמתלוננת תיארה יחסי חברות בינה לבין שותפתה, והן בהתחשב בעובדה שסיפרה לה אודות האינוס מיד עם חזרתה מתחנת המשטרה. כשנשאלה על כך בעדותה החוזרת, השיבה: ""בהתחלה התביישתי אבל החלטתי שאני אספר לה, לשותפה שלי, אחרי שחזרתי מתחנת המשטרה"" (עמ' 197, שורה 19 לפרוטוקול).",2
663625,"המתלוננת מסרה עדות עקבית ומפורטת. ניכר מעדותה של המתלוננת, כי לא בקשה להגזים ואף אין עולה מהתנהגותה מניע כלשהו, לפגוע בנאשם, על לא עוול בכפו. תיאור המעשה שמסרה המתלוננת, אינו מן החמורים במאטריה הנדונה ולו תכננה למסור עלילה פוגענית כלפי הנאשם – היה באפשרותה לייחס לו עבירות חמורות יותר, כולל נגיעה באיברים מוצנעים וכיו""ב.",1
524099,"39.לפיכך, מסקנתי היא שעל אף שאני נוטה ליתן אמון בגרסתה הבסיסית של המתלוננת לפיה הנאשם אכן נישק אותה על שפתיה וליטף את גבה, הרי שלא שוכנעתי כי ניתן לקבוע את המסקנה האמורה מעבר לספק סביר. 40.זאת ועוד, כפי שיובהר להלן, סבורני כי אף אם ניתן היה לקבוע שהנאשם נישק את המתלוננת פעמיים על שפתיה וליטף את גבה, עדיין לא שוכנעתי כי המאשימה הוכיחה את היסוד הנפשי הנדרש. העבירה של מעשה מגונה – היסוד הנפשי",2
152052,"עדותה של המתלוננת הותירה רושם אמין של אדם מאופק ומיושב בדעתו. עוד התרשמתי כי המתלוננת הקפידה לדייק בתשובותיה. כך למשל, המתלוננת השיבה בחקירה נגדית כי אינה זוכרת שהגבר שנכנס לדירתה לבש מעיל או ז'קט עור.",1
324695,"6.	עדותה של המתלוננת הייתה, מטֶבע הדברים, העדות העיקרית לְהוֹכָחָת גירסת התביעה באישום הראשון. בנוסף לה, הובאו לעדוּת הוריה ואָחִיהַ של המתלוננת, וכן נשמעו השוטר גובה הודעותיו של הנאשם, ושוטר נוסף, אשר לטענת התביעה הותקף עלידי הנאשם כאמור באישום השני. נ",4
350917,"עדויותיהן של המתלוננות היו ענייניות, ללא סתירות משמעותיות. המתלוננות לא ניסו להגזים בתיאור מעשיו של הנאשם או לייחס לו מעשים חמורים מאלה שביצע בהן (לדוגמא המתלוננת ח' העידה שלא קויימו יחסי מין מלאים כי היא לא רצתה בכך והמתלוננת י' העידה שלא קויים מין אנאלי כי היא לא רצתה בכך). בעדותן בפנינו, התרשמתי כי המתלוננות שבו וחיו את האירוע הטראומתי שעברו ומסירת העדויות היתה קשה להן, והן התביישו בכך, בכו והתקשו במסירת העדות.",1
233647,"מה גם, שכאמור, עדותה האמינה של המתלוננת גם לגבי נגיעת הנאשם בעכוזה, די בה גם לענין זה. מה גם, שהנאשם מכחיש אפילו שנתן למתלוננת טפיחה אבהית (בעמ' 47 לפר', שו' 22-24). טענת ליטוף הרגל- האמור בדו""ח נ/ 6 בענין זה הוא קצר.",1
176475,"לעומת גרסתה המהימנה, הסבירה והוודאית של המתלוננת, הסתבך הנאשם בשלושה שקרים מהותיים. שניים מהם בחקירתו במשטרה ואחד מהם בבית המשפט. שקרים אלו, לא רק שהביאוני למסקנה שאין ליתן אמון בגרסתו, כאילו לא ביצע את המיוחס לו, אלא אף חיזקו את ראיות התביעה:",0
129134,"מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון. המסקנה המתבקשת היא כי הוכח מעל לספק סביר כי החבלות שנמצאו במהלך אשפוזה של המתלוננת הן תוצאה של מעשי אלימות מצד הנאשם במסגרתם הכה בפניה וגרם לה חבלות של ממש. לפיכך, אציע לחבריי להרשיע הנאשם בעבירות של איומים, לפי סעיף 192 ל, ועבירת תקיפה בנסיבות מחמירות, לפי סעיף 382(ג) לחוק העונשין יחד עם סעיף 380 לחוק העונשין.",4
349417,"15.	באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 (ת/10), שעדות הילדה מהימנה. לטעמה מתקיימים בעדות הרבה קריטריונים המחזקים אותה. בתיאור שמסרה הילדה  מעוגן מקום, והסיטואציה  המתוארת  מעוגנת בהשתלשלות  אירועים הגיונית ורציפה.",3
69759,"20.	יודגש כי אינני קובעת שעדותו של המתלונן כולה שקרית; מובטחני כי פרטים שונים שמסר, הן באשר למפגש בחדר העבודה, כמו גם פרטים אחדים באירוע שבחדר השינה - היו גם היו. אלא שמנימוקים שאציין, הגעתי למסקנה שבצידם של פרטים נכונים, מסר המתלונן פרטים שונים מוקצנים ודמיוניים, שלא ניתן לקבלם. מסקנתי זו סומכת, בצד ציוני לגבי דרך מתן העדות, תוכנה, וסתירות שמצאתי בה, גם על התנהגותו ותגובותיו של המתלונן במהלך המפגש, כפי שתיאר אותן, התנהגות ותגובות שאינן סבירות ואינן מתקבלות על דעתי.",2
487726,"(י) לאור כל הנימוקים הנ""ל, מסקנתי היא, שגירסתה המפלילה הראשונה של המתלוננת, היא הנכונה, וחזרתה ממנה באה רק לאחר שנוכחה לדעת שהנאשם איננו משתחרר. . 3סיוע למסקנתי זו, יש למצוא בעובדות הבאות:ו",5
146775,"מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון. המסקנה המתבקשת היא כי הוכח מעל לספק סביר כי החבלות שנמצאו במהלך אשפוזה של המתלוננת הן תוצאה של מעשי אלימות מצד הנאשם במסגרתם הכה בפניה וגרם לה חבלות של ממש. לפיכך, אציע לחבריי להרשיע הנאשם בעבירות של איומים, לפי סעיף 192 ל, ועבירת תקיפה בנסיבות מחמירות, לפי סעיף 382(ג) לחוק העונשין יחד עם סעיף 380 לחוק העונשין.",4
115297,"57.	עדות המתלוננת הייתה נקייה מסימני רצון לפגוע בנאשם או לנקום בו. דרך התיאור של האירוע כפי שמסרה המתלוננת לא מאפיינת התנהגות של מתלוננת שמטרתה להעליל על נאשם עלילות שווא. 58.	בנוסף לכך, הנאשם טען כי המתלוננת היא ""אישה טובה"" והיא לא רצתה להגיש את התלונה נגדו, אלא ולרי הכריח אותה להגיש תלונה במשטרה.",1
134958,"גרסת המתלוננת הייתה אמינה, וניתן היה להתרשם מתמימותה, חרף גילה הבוגר. בלטו פחדה וחוסר האונים שחשה. המתלוננת ואימה תיארו את הנזקים הפוסט-טראומטיים שנגרמו למתלוננת בעקבות האירוע.",4
464637,"24.	התוצאה הינה כי חרף גרסתה המהימנה של המתלוננת ושל הוריה, הצטברו מספר תהיות ושאלות שיש בהן כדי ליצור ספק סביר, בעיקר לנוכח גרסתו העקבית והקוהרנטית של הנאשם. לפיכך החלטתי לזכות את הנאשם מחמת הספק מהעבירה המיוחסת לו בכתב האישום. ניתנה היום, ט""ז בתמוז התשע""ג , 24 ביוני 2013, במעמד הצדדים.",2
224087,"יש להוסיף עוד, כי עדות המתלוננת בנקודה זו ברורה לחלוטין. בהתחשב בטיב היחסים בין השניים, העדות אף הגיונית. במצב זה, יש להרשיע את הנאשם באינוס לפי  לחוק, גם ביחס למעשים אלה.",3
604834,"2.	המתלוננת ככלל הותירה רושם אמין. עדותה על פי רוב עקבית ואחידה למעט סתירות קלות שאינן יורדות לשורשו של עניין. 3.	אילו ביקשה להמציא דברים כדי להעליל מתוך נקמה, לא היתה זקוקה לתאורים מורכבים.",5
202217,"בנוסף, לא מצאנו בסיס שלא לקבל את ההסברים שסיפקה לכך המתלוננת בעדותה, לפיהם סמוך למקרה האונס, מערכת היחסים שלה עם בילאל הייתה רק בתחילתה ולכן נמנעה מלפרט בעניין. למותר להוסיף כי גם לנערת לווי אירוע אונס הוא אירוע טראומטי ופרטי בניגוד למשתמע מטענות ב""כ הנאשם. בהמשך, הסבירה המתלוננת כי הייתה בטוחה שהסיפור מאחוריה וממילא לא יתגלה אף פעם ואין כל טעם לעוררו, גם לא בפני בלאל.",3
426574,"במקרה שלפני, עלה בידי ההגנה לבסס באורח משמעותי את הטענה כי בזמן אמת, בסמוך לאחר האירוע, מסרה המתלוננת גרסאות עובדתיות המצויות בפער ממשי לזו שמסרה בעדותה בבית המשפט, ואשר במידת מה אף מאששות את גרסתו העקבית של הנאשם לפיה הטיל את מימיו ולא ביצע כל מעשה בעל קונוטציה מינית. כפי שאתאר מיד, חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל  ראיה מפלילה נוספת, די בכך לטעמי על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית. זה המקום להזכיר כי בעדותה בפני עמדה המתלוננת באופן נחרץ וחד משמעי על הטענה כי לאחר ששלף את איבר מינו ממכנסיו ביצע הנאשם בפניה אקט מיני מובהק, במהלכו ביצע תנועות אוננות מובהקות שאף הביאו אותו לבסוף לסיפוק מיני ולפליטת זרע.",2
196251,"מנגד, גרסת המתלוננות מהימנה, קוהרנטית, הגיונית ונתמכת בחיזוקים חיצוניים. על כן אני מבכר את גרסתן על גרסת הנאשם, כך שלא נותר שום ספק בלבי בדבר אמיתותה. אשר על כן, מצאתי כדלקמן:",0
631076,"עדותה של המתלוננת יוצרת לטעמי תמונה ברורה וחד משמעית שאינה מותירה מקום לספק בדבר מעשיו של הנאשם במקום, כאשר אין בתשובותיו ובהסבריו כדי להתמודד עמה בהצלחה. סיכומו של דבר, הנני קובעת כי המאשימה הצליחה להניח תשתית ראייתית מוצקה ושכנעה מעל לכל ספק סביר באמיתות העובדות שיוחסו לנאשם בכתב האישום. משכך ומשעה שקבעתי כי הנאשם ביצע את המעשים המיוחסים לו בכתב האישום, יש להכריע במחלוקת המשפטית הנטועה בין הצדדים האם מעשיו אלו עולים כדי עשיית מעשה מגונה באדם (עבירה לפי  ל) כשיטת המאשימה, או שמא מדובר אכן בעבירת מעשה מגונה בפומבי (עבירה לפי  לחוק העונשין) כשיטת ההגנה.",0
574607,"הלכה פסוקה היא כי אם עדותה של מתלוננת בעבירות מין אינה מושלמת – אין פירושו של דבר שהיא אינה שלמה. ""החיפוש אחר הגירסה העובדתית המושלמת, במיוחד כשמדובר בעבירות מין, הוא חיפוש עקר ולו בשל העובדה שנדבך מרכזי במשפטים מסוג זה הוא עדויותיהם של בני אנוש, שמטבעם אינם מושלמים ואינם ניחנים בזכרון מושלם. "" (ראה ).",5
396772,"בענייננו נראה לי שלא היה זה בטוח להשתית את הרשעת המערער על עדותה היחידה של המתלוננת, הלוקה כאמור, בסתירות ובתמיהות. בפסיקה ניתן למצוא אמירות רבות של בתי המשפט בהן הודגש כי ""אותות האמת"" אליהן מפנה  ל מצויות לאו דווקא בצורת הדיבור או דרך מסירת העדות, אלא הכוונה לסימנים ומסקנות הנלמדים מראיות חיצונית לעדות. וכך אומר בית המשפט ב(4), 169 בעמ' 228:",2
81797,"אכן עדותה של המתלוננת בביהמ""ש אינה מאורגנת ומסודרת, לא תמיד מתוארים הארועים בסדר כרונולוגי ואף לא ברורים המעברים מארוע אחד למשנהו. אולם אין בכך כדי לפגום במהימנותה של המתלוננת. אני מאמצת את דבריה של חוקרת הנוער אשר התרשמה כי בשל ריבוי הארועים אותם חוותה המתלוננת נקשרים מספר ארועים בקשר אסוציאטיבי זה לזה, וכאשר סיפרה המתלוננת על האחד באופן טבעי, נזכרה באחר, ציינה את קיומו והמשיכה בדבריה.",5
285942,"עדותו הנ""ל של המתלונן היתה מבולבלת, מתחמקת, בלתי ברורה לא  עקבית כלל. כמו כן, גילתה היא סתירה מהותית ויסודית, שהרי, לעומת תשובתו לשאלת הנאשם, לפיה, הוא לא ידע מה המשחק הזה, כדבריו שם, העיד בהמשך, כאמור לעיל, כי הוא הכיר את המשחק עוד מבית הספר היסודי בו הוא למד. המדובר בשתי גרסאות מנוגדות, כאשר לפי האחת, המתלונן לא ידע על משחק השריקות, וטען כי הנאשם סיפר לו עליו במהלך הנסיעה הנ""ל, ולפי השנייה, הוא כן הכיר משחק זה, עוד מבית ספר יסודי.",2
185304,"אקדים ואומר כי המתלוננות עשו עליי רושם מהימן בעת מתן העדות במהלך שמיעת הראיות, כשהעידו את שאירע בין כותלי הבית, חרף הקושי העצום שניכר עליהן במתן העדות, שאי אפשר שלא להיווכח בו. דומה כי רצונן של המתלוננות לחזור ולהעיד בבית המשפט, כפי שעשו בעדות הנוספת, בתום שמיעת הראיות, כדי לעזור לאביהן (הנאשם) ובכך להירתם למאמץ של משפחתן במתן עזרה לנאשם, מוסיף אך רובד נוסף לאמינות גרסאותיהן, כמבואר לעיל. ו.",3
378645,"106.	עדותה של המתלוננת נמשכה על פני ישיבות רבות, במהלכן הופסקה העדות פעמים רבות. התמשכות זו של החקירה חשפה בפנינו את המתלוננת במצבים שונים של עדות, החל מאמירות בפנים קפואות וכלה בהתפרצויות בכי וכעס. כל אלו רק חיזקו את התרשמותנו ואפשרו לנו לתהות טוב יותר על טיבה של העדות.",1
617513,"העדה טענה שאילו היה מצב כזה היא וודאי היתה כותבת על כך מזכר וגובה עדות נוספת מהמתלוננת. העדה לא ראתה לנכון לערוך עימות בין הנאשם למתלוננת לאור הפער בין גרסאותיהם, וכן סברה שעימות יותיר טראומה קשה במתלוננת אשר ""לקחו לה את אהבת חייה"", כך לדבריה, המתלוננת לא הפסיקה לבכות, ביקשה לראות את הנאשם וביקשה שישחררו אותו. מת/10, מזכר בעניין בדיקת המתלוננת בבית החולים וולפסון, כתבה העדה, כי המתלוננת ביקשה ממנה שאימה לא תהיה נוכחת בעת הבדיקה, כי היא לא מעוניינת שאימה תגלה שהיא לא בתולה.",0
152052,"בניגוד לעדותו של הנאשם, עדותה של המתלוננת היתה עיקבית והיא תיארה את מערכת היחסים עם הנאשם באופן ברור, הגם שהודתה כי הוא לא פעל נגד רצונה, וכי היתה זקוקה לתמיכתו ולקשר עמו מבחינה נפשית. המתלוננת באופן ראוי להערכה הציגה עצמה בביהמ""ש במערומיה, דהיינו על כל בעיותיה תכונותיה ועברה. היא לא העצימה את הסיטואציות, לא החסירה והיתה גלויה וכנה לאורך כל הדרך.",0
761259,"4)	גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה. במשטרה טענה המתלוננת שהאירוע התרחש ליד הקומקום, ואילו בבית המשפט טענה שהאירוע התרחש ביציאה מהחדר (פרוטוקול, עמוד 7, שורה 1). (5)	הוכח שבאופיה המתלוננת, כלשון הסניגור ""לא פריירית, מתנהגת בגסות ורָבָה עם עובדים"".",2
773068,"ענין נוסף שמקשה על אימוץ גרסתה המפלילה של המתלוננת הוא משך שהייתם המשותפת של השניים בדירת הנאשם. על פי תאורה של המתלוננת בבית המשפט הרי עם הגיעם לדירה הם התנשקו בהסכמה ואז עברו, ללא התנגדותה, לחדר השינה. לפי תאורה של המתלוננת החל מיד הנאשם לכפות עצמו עליה, הפשיטה חרף רצונה והסכמתה עד שבעל אותה תוך מאבק אלים.",2
149372,"39.	המתלוננת א' עשתה עלי רושם אמין. מדובר באישה כבת 46, אם ל-4 ילדים, חולת סרטן, שעברה ניתוח ראש קשה וניתוח ליד פי-הטבעת. המתלוננת היא אישה רגישה מאוד, דבר שאף הנאשם טען.",4
551194,"אפנה עתה ואבחן את גרסתה הראשונית של המתלוננת כפי שבאה לידי ביטוי בהודעתה הראשונה מיום 12/02/08 (ת/13 ות/13א') בפני חוקרת הילדים, הגב' יפעת פולק - כהן. בהודעתה זו, נדרשה המתלוננת פעם אחר פעם לספר את סיפור הפגיעה המינית לה היא טוענת, תחילת אותה פגיעה מינית ואופן התרחשותה, ועל כך השיבה באחת מתשובותיה: ""אני לא יודעת אני לא זוכרת, אבל אני זוכרת ש: ש: יש לי פשוט פלשבקים, ואותה הרגשה שהיתה לי כאילו, אני פשוט לא יודעת, עד כמה שאני זוכרת זה התחיל מד', אבל אני לא יודעת, אני אני חושבת שזה היה לפני זה, והכל היה יותר נדחק"" (עמ' 6 שור' 16-19).",2
19220,"לאור האמור, איני סובר, כי גרסת המתלוננת הינה עקבית, או שהיא הקפידה לדייק בפרטים. איני מסכים להסברי חברי לסתירות ולפרכות. ההסברים מציעים את החסר בראיות.",2
19220,"להבדיל מהגרסה הראשונה במשטרה, הגרסה השניה של המתלוננת הפלילה את הנאשם במיוחס לו. המתלוננת העידה בבית המשפט, לגבי הגרסה השנייה שהיא גרסה שיקרית, וכן שאמרה במשטרה שהיא לא רוצה שזו תיוודע לנאשם והשוטרות אמרו לה שלא תדאג, כי זה לא יגיע לבית המשפט, ואחר כך אמרו שזה יימסר רק לשופט. לטענתה, היא סיפרה לחברתה קרין שבחקירתה במשטרה היא אמרה דברים לא נכונים.",5
499196,"כאמור, לכל השאלות הללו לא נמצא כל מענה והעדרו יצר בקיע באמינות גרסתה. אך בכך לא סגי. תהיות, סתירות ופריכות",2
464637,"106.	עדותה של המתלוננת נמשכה על פני ישיבות רבות, במהלכן הופסקה העדות פעמים רבות. התמשכות זו של החקירה חשפה בפנינו את המתלוננת במצבים שונים של עדות, החל מאמירות בפנים קפואות וכלה בהתפרצויות בכי וכעס. כל אלו רק חיזקו את התרשמותנו ואפשרו לנו לתהות טוב יותר על טיבה של העדות.",3
228190,"לא נעלמה מעיני העובדה שמדובר בהרשעה על סמך עדות יחידה של המתלוננת, אך חרף זאת מצאתי שניתן להסתפק בעדות זו לצורך הרשעה. בנוסף, עדויות האם והאחות כאמור, משמשות חיזוק לאמיתות עדות המתלוננת ולסערת הרגשות בה היתה נתונה מיד לאחר האירוע. העבירה בגינה הועמד הנאשם לדין קבועה , , ל ועניינה עשיית מעשה מגונה באדם בלא הסכמתו.",5
134958,"מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון. המסקנה המתבקשת היא כי הוכח מעל לספק סביר כי החבלות שנמצאו במהלך אשפוזה של המתלוננת הן תוצאה של מעשי אלימות מצד הנאשם במסגרתם הכה בפניה וגרם לה חבלות של ממש. לפיכך, אציע לחבריי להרשיע הנאשם בעבירות של איומים, לפי סעיף 192 ל, ועבירת תקיפה בנסיבות מחמירות, לפי סעיף 382(ג) לחוק העונשין יחד עם סעיף 380 לחוק העונשין.",0
134958,"מעיון בנ/1 ניתן ללמוד שהמתלוננת מסרה בביהמ""ש גירסה דומה ועקבית בדיוק כמו שמסרה באימרתה במשטרה. נ/1 אפילו מפורט יותר בנקודות מסויימות, בעיקר בנקודות הקשורות למעשה המיני, שככל הנראה למתלוננת היה קשה מאוד לחזור על פרטיו בביהמ""ש ובכך להחזיר עצמה אחורה מספר שנים לאותה סיטואציה משפילה, מבזה ופוגעת פיזית ונפשית. וכפי שציינתי שתי הגרסאות של המתלוננת תואמות, מצטלבות ומשתלבות כך שלביהמ""ש לא ברור מדוע בחר הנאשם להגיש את נ/1 כראייה מטעמו.",1
444118,"המתלוננת מסרה גרסה ארוכה ומפורטת, תוך התייחסות למקומות בהם התבצעו המעשים (באיזו דירה, באיזו שעה, ובאיזה חדר בדירה); לתחושות שחשה, הן תחושות פיזיות (למשל: ""הוא ריסס לי ונשכב עליי והחדיר לי את איבר המין שלו לפי הטבעת שלי. וזה ממש כאב לי"" – עמ' 103) והן תחושות רגשיות (ראה למשל: ""אני לא רציתי. .",3
444118,"לאור האמור, איני סובר, כי גרסת המתלוננת הינה עקבית, או שהיא הקפידה לדייק בפרטים. איני מסכים להסברי חברי לסתירות ולפרכות. ההסברים מציעים את החסר בראיות.",4
726875,"ניתנת האמת להיאמר – גירסתה של המתלוננת בענין זה היא מבולבלת ולא אחידה. 10.	אשר לאותו אירוע שני שבו נקראה לחדר הנ""ל – המתלוננת טוענת שהתלמיד אבי ונסטרה (להלן:ב ""ונסטרה""), מסר לה הודעה לפיה המורה לספרות מבקשת לשוחח עימה בחדר הנ""ל וכי כאשר היא הגיעה לחדר התברר לה שרק הנאשם נמצא שם ולא המורה לספרות. גם גירסה זו מתקעקעת הן מתוך דברי המתלוננת והן מתוך הודעתו של ונסטרה.",2
260354,"עדותה של המתלוננת היתה ברורה ואמינה. גם במשטרה סיפרה המתלוננת על איום הנאשם כלפיה (נ/9, עמ' 2, שו' 2-3; נ/11, עמ' 3, שו' 82-83; ועוד ראו בעדות המתלוננת במשטרה – נ/10, עמ' 4, שו' 122). המתלוננת סיפרה בעדותה על איומים נוספים אחרים של הנאשם - המתלוננת נשאלה למה היא לא קמה והלכה (מדירת הנאשם - ג'נ'), והיא השיבה בבית המשפט: "".",3
260354,"57.	עדות המתלוננת הייתה נקייה מסימני רצון לפגוע בנאשם או לנקום בו. דרך התיאור של האירוע כפי שמסרה המתלוננת לא מאפיינת התנהגות של מתלוננת שמטרתה להעליל על נאשם עלילות שווא. 58.	בנוסף לכך, הנאשם טען כי המתלוננת היא ""אישה טובה"" והיא לא רצתה להגיש את התלונה נגדו, אלא ולרי הכריח אותה להגיש תלונה במשטרה.",1
662831,"אלא שגרסת המתלוננת, מהימנה ועדיפה עלי והיא אף נתמכת הן בעדויותיהם של אמה ושל אמיל והן בראיות נוספות, כפי שיפורט: המתלוננת העידה עדות עקבית ומהימנה, לא הגזימה ולא ייחסה לנאשם אמירות או מעשים העולים על הארוע הנקודתי אותו תארה. עדותה הותירה עלי רושם כי היא חוותה ארוע טראומתי, אשר  צרב בה אותותיו וניתן היה לחוש את כאבה וזעמה, הן במהלך עדותה והן בהתפרצויותיה (התפרצויות בכי וזעם) ביתר שלבי המשפט, בהם נכחה באולם, עת העידו עדים אחרים.",4
73840,"המאשימה טענה כי אל מול גרסתה העקבית והמהימנה של המתלוננת, הנתמכת בעדויות רבות נוספות, לרבות עדויות מומחים, אנשי מקצוע ואנשי משטרה, עומדת גרסתו של הנאשם לבדה. המאשימה טענה כי חוסר העקביות של הנאשם בתיאור הזמנים ובתיאור האירועים מלמד כי לא ניתן לסמוך על גרסתו. נטען כי לא ניתן ליתן אמון בעדות הנאשם.",0
91260,"שוכנעתי כי עדות המתלוננת מהימנה ומשקפת את שאירע בפועל לגבי כל אחת מהעובדות המפורטות בכתב האישום ואף נתמכת במארג העדויות מטעם התביעה. כאשר בוחנים את התנהגות המתלוננת על מנת לאמוד את מהימנותה: ""אין להשקיף על התנהגותה של אישה, וביחוד נערה צעירה שהיתה קורבן לפגיעה מינית, על פי דפוסי התנהגות המצופים ממנה משל היה מדובר במצופה ""מאדם סביר"" .",3
304783,"תשובה שמעידה על קיומה של חוויה שבעיקרה סובייקטיבית שספק אם יש לה אחיזה במציאות. יתר על כן, תיאוריה של המתלוננת בדבר היות הדברים כחלום, נעדרים תחושת כאב של יחסי מין מלאים בכפייה, עד כדי חדירה ומעשה אינוס לשמו. יש לזכור כי לגרסת המתלוננת, המעשים בוצעו בה לאורך שנים, כאשר זיכרונותיה מכיתות ד', ה', ו' ואף במידת מה קודם לכן.",2
