sentence_id,title,query number,clean_sentence,status,tagger,label,start_ind,end_ind,label2,query_number
500260,s02003519-47,5.0,"לאחר ששמעתי וראיתי את המתלוננות בעת מתן עדותן ואת עדותם של עדי התביעה וההגנה  התומכים בדברי הנאשם, ובחנתי את כל הראיות שהציגו התביעה וההגנה, הגעתי למסקנה כי אין בפני כל דבר התומך בגירסתן היחידה של המתלוננות אשר יכול כדי לענות על חובת ההנמקה, וזאת בנוסף לעדות המתלוננות שהיתה עדות כבושה ועם סתירות מהותיות",annotated,דנה,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,257.0,258.0,,
274598,s013125a,15.0,"המתלוננת היתה עדה אמינה, לא הגזימה בעדותה ולא הוסיפה פרטים גם במקום שפרטים כאלה יכלו לתמוך בגירסתה ולחזקה",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),179.0,180.0,,
769912,ME-15-11-34046-11,3.0," חוקרת הילדים התרשמה, בזמן החקירה, כי גרסת המתלוננת מהימנה, וכי חוותה את שסיפרה",annotated,דנה,not relevant,880.0,883.0,,
132300,SH-10-1098-39,7.0," אמנם היו סתירות באשר למשך הזמן שחלף מהאירוע הראשון לאירוע השני ואולם לטעמי אין בהם כדי להביא למסקנה שעדות המתלונן, שכאמור בעיקרי הדברים חזרה על עצמה, אינה נכונה",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),56.0,57.0,,
387626,ME-13-12-18407-932,1.0,"לטענת התביעה, עדותה של המתלוננת מהימנה, היא לא ניסתה להפריז ולהשחיר את פניו של הנאשם",annotated,דנה,not relevant,111.0,112.0,,
789408,M995169,5.0,"  אמנם אין ראיה שהדוקרן הוא של הנאשם, אולם מציאת הדוקרן בתא- זמן קצר לאחר האירוע, מגבירה את האמון בגרסתו הכללית של המתלונן",annotated,דנה,אמינה בגלל חיזוקים חיצוניים,155.0,156.0,,
548474,m02001238,5.0," לעומת גירסתה האמינה, המהימנה והבלתי נסתרת של המתלוננת, אשר קיבלה סיוע, חיזוק ואימות מכל הראיות הנוספות כאמור לעיל, הרושם העולה מגרסאותיו של הנאשם, מעדותו בבית-המשפט ומהתנהגותו במהלך הדיונים הוא שלילי ובלתי אמין",annotated,דנה, רושם אמין של המתלוננת לעומת הנאשם,1404.0,1405.0,אמינה בגלל חיזוקים חיצוניים,
649088,ME-09-650-116,1.0," עדותו של מתלונן ב' בפני חוקר הילדים הייתה עקבית, רציפה וסדורה, וניתן להתרשם כי הלה אכן חווה את האירועים על גופו ולא בדה אותם מליבו",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),802.0,803.0,,
667053,m04000750-705,7.0," גרסת המתלוננת לפיה הנאשם חדר לביתה באישון לילה מבעד לחלון, והתרחשות האירועים עליהם העידה, מקובלת עליי כתיאור נכון ותואם למציאות",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),463.0,464.0,,
585434,4787475,1.0," הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),121.0,122.0,אמינה בגלל חיזוקים חיצוניים,
305057,ME-08-1157-524,12.0,"מכל מקום, וזה החשוב, מצפייה בחקירה המתועדת אין לי ספק, כי גרסתה המפלילה של המתלוננת כפי שנמסרה משקפת בצורה נכונה את מה שארע במציאות בינה לבין הנאשם",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),342.0,343.0,,
305210,ME-08-1157-524,5.0," עפ""י  לפקודה – אם ההרשעה היא על סמך עדותה היחידה של המתלוננת – ""בית המשפט יפרט בהכרעת הדין מה הניע אותו להסתפק בעדות זו",annotated,דנה,not relevant,462.0,464.0,,
317005361,ME-08-1157-524,,""" גם לו נדרש במקרה זה סיוע, אני סבור שהתמיכה לאמרתה המפלילה, כפי שפורטה לעיל, מגיעה מהראיות השונות במצטבר, גם לכדי סיוע",annotated,דנה,אמינה בגלל חיזוקים חיצוניים,462.0,466.0,,
108031,SH-09-5632-185,5.0,עדותה המהימנה של המתלוננת,annotated,דנה,not relevant,122.0,125.0,,
210860,k26398p,3.0,"מסקנת ביניים: לאור המובא לעיל, ומשמצאתי כי גירסת  המתלוננת אמינה, ומשראיתי כי מצבה הנפשי, אף אם באיחור, היה הבעה כנה של מצוקה וטראומה שבה שרויה המתלוננת כתוצאה מהחוויות הקשות שחוותה עם הנאשם, הגעתי למסקנה כי התביעה הצליחה להוכיח מעל לספק סביר, כי הנאשם עבר את עבירות המין והאיומים שמיוחסות לו בכתב האישום",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),277.0,278.0,,
336195,ME-09-09-9012-283,5.0,"בהיות עדות המתלוננת עדות יחידה, כרסום זה מתווסף לתהיות שעלו בעדותה לגבי נ/5, ואלה הביאו אותי למסקנה שלא ניתן לבסס ממצאים מרשיעים על יסוד עדותה היחידה של המתלוננת לגבי העבירות המיוחסות לנאשם 2",annotated,דנה,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),571.0,572.0,"""אמינה אבל""- העדה אמינה אבל אי אפשר להרשיע. מגוון סיבות (הרבה פעמים עדות יחידה)",
285787,m00925,5.0,"סיכומו של דבר, לא רק שבעדות השנייה והשלישית של המתלוננת לא היה כדי לערער את מהימנות גירסתה בעדותה הראשונה והמקורית – שעליה, בין היתר, מבוססת הכרעת דין זו – אלא היה בהן, אף כדי להוסיף יתר נופך ויתר חיזוק, בכל הקשור למהימנות גירסתה המקורית של המתלוננת",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),485.0,486.0,,
48380,SH-13-08-24175-34,5.0,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה",annotated,דנה, רושם אמין של המתלוננת לעומת הנאשם,120.0,121.0,,
484349,ME-09-1143-989,7.0," כפי שציינה חוקרת הילדים, עדות הילדה הייתה עקבית, מדוייקת, קוהרנטית ומפורטת",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),587.0,589.0,,
369303,SH-13-02-47-54,15.0, כבר עמדתי על כך שהמתלוננת הינה עדה אמינה בעיניי,annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),410.0,411.0,,
244175,s011805,1.0," למרות זאת, עדותה של המתלוננת הייתה עקבית ולא התגלו בה סתירות",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),262.0,264.0,,
648679,ME-09-650-116,9.0," לאחר עיון בתמלילי חקירתו של המתלונן א' , וצפייה בדיסק המתעד את החקירה , הותירה בי עדותו של מתלונן א' רושם חיובי",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),369.0,372.0,,
329301001,ME-09-650-116,,"ראשית, דמותו של המתלונן א', אשר ניבטה אלינו מן המרקע, הינה דמות של ילד מפוחד, מתוח וביישן עד מאוד",annotated,דנה,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),371.0,372.0,,
203483,ME-15-07-28768-44,1.0, גרסתה של המתלוננת בעניין זה לא היתה ברורה,annotated,דנה,not relevant,1303.0,1308.0,,
73702,SH-15-06-23701-11,5.0," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",annotated,דנה,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,17.0,18.0,,
707534,ME-10-09-31383-790,3.0," עדות המתלוננת הייתה סדורה, והמתלוננת לא התבלבלה אף שסיפרה על אירוע בן שלבים אחדים",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),516.0,518.0,,
368231,m08000502-117,5.0,"קל וחומר, שאין לבסס הרשעה פלילית על פי עדותה הנ""ל של המתלוננת, שכן, ראינו, כי במשפט העברי הפלילי, רף הראיות הוא גבוה במיוחד",annotated,דנה,not relevant,859.0,864.0,,
812461,ME-12-07-40109-11,3.0,"שתיים הן השאלות שעלינו להכריע בהן; האם גירסת המתלוננת מהימנה, ובמידה והתשובה לכך חיובית, האם יש להרשיע את שלושת הנאשמים בעבירות בהן הואשמו, או שמא רק את חלקם?",annotated,דנה,not relevant,52.0,53.0,,
79239,ME-00-121-HK,5.0,גם באישום השני מדובר בעדות יחידה של מתלוננת,annotated,דנה,not relevant,82.0,83.0,,
168624,s02001710-515,7.0," מכאן, שעדות המתלונן היא שקרית, ותלונתו, כך, לגישת ההגנה, איננה אלא בדיה שבדה המתלונן, אולי כאמצעי לסחיטת כספים מהנאשם",annotated,דנה,not relevant,126.0,127.0,,
715025,M-NoPub-ZB-8-238-L,5.0," אולם באלה לבדם, אין כדי להביא להרשעתו של אדם בפלילים, ואין להם משקל עצמאי אלא כשהם מתווספים לעדות אמינה של מתלוננת לגוף העניין",annotated,דנה,not relevant,631.0,632.0,,
520000,s98001190-19,4.0," רוצה לומר: יש בסתירות שנתגלו, לטענת ההגנה, כדי לכרסם במהימנותן, הן של עדי התביעה שבגרסתם עצמה ניתן היה להצביע על שקרים, ובהמשך לכך גם על גרסתן של יתר המתלוננות האחרות, בבחינת פרט שללמד על הכלל כולו יצא",annotated,דנה,not relevant,1517.0,1518.0,,
605316,m98386d,5.0,"החוקרת תמר קניספל קבעה בחוות דעתה , כי הילדה מהימנה והמליצה לגבות עדות נוספת מהילדה על ידי חוקר/ת ילדים דובר/ת ערבית",annotated,דנה,not relevant,84.0,85.0,,
500223,s02003519-47,5.0,"עפ""י  ב, ביהמ""ש יכול לסמוך על עדות יחידה של מתלוננת ובלבד שיפרט מה ראה לעשות כן",annotated,דנה,not relevant,224.0,225.0,,
782034127,s02003519-47,,"במקרה שלפנינו, לא רק שאין עדות מתלוננת אחת יכולה להוות חיזוק למתלוננת שניה, אין 2 התלונות עומדות כל אחת בפני עצמה עד כדי הרשעת הנאשם באישומים שעל פיהן, מאחר והן כשלעצמן נראות לי מכוונות ומגמתיות להשיג תועלת כספית ולהביא לסילוק הנאשם מבית האבות, מה גם שלא נמצא להן ""חיזוק"" או אפשרות הנמקה מראיות או עדויות אובייקטיביות אחרות",annotated,דנה,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),235.0,236.0,,
633015,s001440,1.0, ניתנת האמת להיאמר – גירסתה של המתלוננת בענין זה היא מבולבלת ולא אחידה,annotated,דנה,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),84.0,85.0,,
345973,ME-10-02-21084-807,7.0," רוצה לומר, האם גרסת המתלוננת אמינה ומתוכה נוצק גרעין האמת לאשר התרחש בין כתלי הבית, או שמא, כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות?",annotated,דנה,not relevant,61.0,62.0,,
900987495,ME-10-02-21084-807,,"כאמור, לכל השאלות הללו לא נמצא כל מענה והעדרו יצר בקיע באמינות גרסתה",annotated,דנה,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),96.0,97.0,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,
308519,s015210,1.0," לטענתו כאילו אין גירסתה של המתלוננת מהימנה משום שלא הרימה קול צעקה, או משום שלא התקשרה מיד למשטרה לאו טענה היא בנסיבות",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),114.0,128.0,,
270202220,s015210,,על גירסה מפורטת זאת חזרה בפני וממנה לא נסוגה,annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),125.0,126.0,,
130492812,s015210,,העדרה של צעקה אינה מלמדת עוד משום עצמה בלבד על חוסר מהימנות,annotated,דנה,not relevant,113.0,124.0,,
368925,SH-13-02-47-54,9.0, עדותה של המתלוננת הותירה רושם אמין של אדם מאופק ומיושב בדעתו,annotated,דנה,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),72.0,73.0,,
57875,ME-11-06-2965-391,1.0,"לטענת ב""כ הנאשם, כתב האישום שהוגש נגד מרשו מבוסס רובו ככולו על עדותה של המתלוננת עצמה, וכפי שכבר עולה מתיאור עדותה לעיל, עדות זו של המתלוננת חלשה במיוחד, רצופה שקרים, ואינה ראויה למשקל הדרוש כדי להרשיע אדם בפלילים",annotated,דנה,not relevant,252.0,265.0,,
28585,SH-10-01-40299-583,3.0," אלא שגרסת המתלוננת, מהימנה ועדיפה עלי והיא אף נתמכת הן בעדויותיהם של אמה ושל אמיל והן בראיות נוספות, כפי שיפורט:",annotated,דנה,אמינה בגלל חיזוקים חיצוניים,192.0,193.0, רושם אמין של המתלוננת לעומת הנאשם,
360749,m984143,1.0,"אכן עדותה של המתלוננת בביהמ""ש אינה מאורגנת ומסודרת, לא תמיד מתוארים הארועים בסדר כרונולוגי ואף לא ברורים המעברים מארוע אחד למשנהו",annotated,דנה,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),625.0,626.0,,
429650,SH-09-1642-679,5.0," עדותה האמינה של המתלוננת, ביחס לאירועים בשהות הקצרה במעלית מתייחסת הן לדבריו של הנאשם והן למעשיו",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),140.0,145.0,,
726875,ME-12-08-3491-22,5.0,"אפנה עתה ואבחן את גרסתה הראשונית של המתלוננת כפי שבאה לידי ביטוי בהודעתה הראשונה מיום 12/02/08  בפני חוקרת הילדים, הגב' יפעת פולק - כהן",annotated,דנה,not relevant,1081.0,1082.0,,
777994073,ME-12-08-3491-22,,תשובה שמעידה על קיומה של חוויה שבעיקרה סובייקטיבית שספק אם יש לה אחיזה במציאות,annotated,דנה,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,1097.0,1098.0,,
178486,s05001085-150,1.0,"בניגוד לעדותו של הנאשם, עדותה של המתלוננת היתה עיקבית והיא תיארה את מערכת היחסים עם הנאשם באופן ברור, הגם שהודתה כי הוא לא פעל נגד רצונה, וכי היתה זקוקה לתמיכתו ולקשר עמו מבחינה נפשית",annotated,דנה, רושם אמין של המתלוננת לעומת הנאשם,763.0,764.0,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),
637608,s05001698,3.0,4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה,annotated,דנה,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),171.0,172.0,,
53473,s03001809-358,3.0,שוכנעתי כי עדות המתלוננת מהימנה ומשקפת את שאירע בפועל לגבי כל אחת מהעובדות המפורטות בכתב האישום ואף נתמכת במארג העדויות מטעם התביעה,annotated,דנה,אמינה בגלל חיזוקים חיצוניים,298.0,310.0,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),
469538,ME-10-09-36439-55,5.0,"""מלשון הסעיף עולה כי רשאי בית המשפט להסתמך על עדות יחידה של מתלוננת ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",annotated,דנה,not relevant,2075.0,2084.0,,
62184,ME-09-1063-277,1.0," עדותה של המתלוננת כפי שנמסרה בפנינו מפיה על דוכן העדים וכלל התנהלותה במהלך החקירה ולקראת העדות בבית המשפט, לא הייתה נקייה מקשיים",annotated,דנה,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),518.0,534.0,,
168695,s02001710-515,1.0," יודגש כי אינני קובעת שעדותו של המתלונן כולה שקרית; מובטחני כי פרטים שונים שמסר, הן באשר למפגש בחדר העבודה, כמו גם פרטים אחדים באירוע שבחדר השינה - היו גם היו",annotated,דנה,not relevant,165.0,166.0,,
416072,m06003016,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",annotated,דנה,not relevant,74.0,223.0,,
57430,s0010349,17.0," לעומת עדותו החמקמקה של הנאשם, הסתירות בדבריו והרושם השלילי שהותיר, ארבעת המתלוננות עשו רושם אמין וכנה",annotated,דנה, רושם אמין של המתלוננת לעומת הנאשם,570.0,571.0,,
786260,ME-13-05-3045-11,5.0," כאמור, ליבת עדותה הראשית של המתלוננת לגבי המעשים המיניים שביצע בה הנאשם לא עורערה בחקירתה הנגדית וזו נותרה על כנה מהימנה ועקבית – החל מעדויותיה בפני חוקרת הילדים, עבור בעדותה הראשית וכלה בחקירתה הנגדית בבית המשפט",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),405.0,406.0,,
405967,SH-09-5632-267,5.0,"מסקנתי זאת נשענת על 3 אדנים מרכזיים:  עדותה המהימנה של המתלוננת;  מצבה הנפשי הנסער בעקבות האירוע;  אמרתו המפלילה של הנאשם לשוטרים בשטח, והיעדר אמון בגרסתו",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),120.0,121.0, רושם אמין של המתלוננת לעומת הנאשם,
577450,s011088,12.0,"בית המשפט מזהיר עצמו כי בפניו עדות יחידה של המתלוננת, גם אם יימצאו תימוכין לעדותה, הרי החובה על פי הדין, כי בית המשפט ינקוט משנה זהירות בכל הקשור בהרשעת נאשם על סמך עדות יחידה",annotated,דנה,not relevant,113.0,123.0,,
906098683,s011088,,"המסמך האמור (ת/6), שכתבה מנהלת כח האדם, עולה בקנה אחד עם עדותה של המתלוננת",annotated,דנה,אמינה בגלל חיזוקים חיצוניים,119.0,120.0,,
416030,m06003016,5.0, בפני בית המשפט מצויות למעשה שלוש עדויות כשרות של המתלוננת: עדותה בפני חוקרת הנוער שהוגשה על-פי  לחוק הגנת הילדים; עדותה הראשית של המתלוננת בפני בית המשפט – העדות המפלילה; ועדותה האחרונה של המתלוננת בפני חוקרת הילדים ובפני בית משפט זה בה היא חוזרת מעדותה – העדות המזכה,annotated,דנה,not relevant,48.0,49.0,,
404980,m06003027-239,5.0," בנסיבות העניין, כאשר אין זה בטוח כלל להשתית את הרשעת הנאשם על בסיס עדותה היחידה של המתלוננת, כאשר בפנינו סתירות ותמיהות רבות אשר יש בהן כדי להחליש במידה משמעותית את האמון שיש ליתן לגירסתה  278 בעמ' 293)",annotated,דנה,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,951.0,953.0,,
566885,me-09-02-142920,7.0,"גרסת המתלוננת,  אם כן,  מהימנה וכבדת משקל היא,  לנוכח הרושם שהותירה עדותה,  ההתאמה הרבה בינה לבין יתר הראיות, עמידתה במבחן ניסיון החיים והשכל הישר והיות ""עלילת שווא"" מצדה בלתי סבירה בנסיבות העניין",annotated,דנה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),413.0,414.0,אמינה בגלל חיזוקים חיצוניים,
